title,release_year,vote_average,vote_count
Cloportes,1965,6.1,7.0
Mantrap,1926,5.0,1.0
The Last Ferry,1989,0.0,0.0
The Cow,1969,7.7,10.0
The Way South,1981,5.5,2.0
Local Color,1977,6.5,2.0
Beneath the Darkness,2011,4.8,45.0
Being Elmo: A Puppeteer's Journey,2011,7.4,62.0
Idol of the Crowds,1937,4.8,2.0
Joyful Noise,2012,6.7,33.0
Mi mejor enemigo,2005,7.0,3.0
To Die Like a Man,2009,6.4,5.0
The Sea Gull,1968,8.5,2.0
Dolphin Tale,2011,6.6,166.0
Chico & Rita,2010,6.5,44.0
The Iron Lady,2011,6.2,540.0
Happy Tears,2009,4.9,12.0
The Golden Boys,2008,4.8,3.0
Elena,2011,7.0,48.0
Aurora,2011,5.8,7.0
With Heart & Soul,2009,8.0,2.0
The Conquest,2011,5.6,36.0
Mad Bastards,2010,6.3,2.0
Mr. Bug Goes to Town,1941,5.7,10.0
Work in Progress,2001,7.2,5.0
The Wild Bees,2001,6.4,5.0
The End of the Line,2009,5.9,6.0
Nostalgia for the Light,2010,7.8,32.0
Top Floor Left Wing,2010,7.0,2.0
Albatross,2011,6.1,31.0
Loosies,2012,5.8,40.0
The Revenant,2009,6.4,84.0
The Mill and the Cross,2011,6.4,24.0
One Trick Pony,1980,6.5,2.0
Cat Run,2011,6.0,45.0
Magic Christmas Tree,1964,0.0,0.0
The Man Next Door,2009,6.5,13.0
The Divide,2011,5.7,198.0
Underworld: Awakening,2012,6.1,1885.0
The Grey,2012,6.4,1476.0
Man on a Ledge,2012,6.2,936.0
Sacrifice,2010,6.2,10.0
Veijarit,2010,5.5,2.0
The Pruitt-Igoe Myth,2012,6.9,7.0
First Family,1980,2.7,3.0
All Night Long,1962,7.0,9.0
Gorilla at Large,1954,5.0,3.0
The Garden of Eden,2008,4.2,3.0
Time Without Pity,1957,6.1,6.0
Descongelate!,2003,0.0,0.0
White Irish Drinkers,2011,6.3,10.0
Haywire,2011,5.6,508.0
Case départ,2011,5.9,122.0
The Las Vegas Story,1952,4.6,8.0
My Man and I,1952,0.0,0.0
Secrets,1933,4.0,2.0
Westbound,1959,4.8,3.0
The Don Is Dead,1973,5.6,5.0
Contact High,2009,7.6,9.0
The Whistleblower,2010,6.6,157.0
The Human Centipede 2 (Full Sequence),2011,4.5,326.0
Dad Savage,1998,6.4,6.0
You and Me,1938,8.4,5.0
The Nazis - A Warning From History,1997,8.8,4.0
Zen,2009,6.2,5.0
King of Beggars,1992,6.5,24.0
Einstein and Eddington,2008,6.8,30.0
14 Blades,2010,6.5,62.0
The Locals,2003,5.7,16.0
"Buona Sera, Mrs. Campbell",1968,5.6,5.0
40 Pounds of Trouble,1962,6.5,1.0
My Future Boyfriend,2011,4.6,21.0
The Terrorizers,1986,7.4,5.0
Goodbye,2011,8.5,2.0
The Loneliest Planet,2011,5.8,19.0
Images of the World and the Inscription of War,1989,5.0,1.0
Policeman,2011,5.7,10.0
Disorder,2009,7.5,2.0
Red Psalm,1972,5.6,14.0
Regeneration,1915,7.5,6.0
The Afternoon of a Torturer,2001,7.0,2.0
We Won't Grow Old Together,1972,5.5,11.0
"Turn Me On, Dammit!",2011,6.4,64.0
Faust,2011,6.8,39.0
Post Mortem,2010,6.2,12.0
Decasia,2002,6.7,7.0
Viva,2007,5.6,10.0
Fados,2007,6.7,3.0
Daddy Longlegs,2009,6.4,5.0
Praise,1998,5.0,1.0
Stanley Kubrick's Boxes,2008,6.8,15.0
Street Mobster,1972,6.3,8.0
Alexandria… Why?,1979,5.0,1.0
The Grand Maneuver,1955,5.0,2.0
Can Go Through Skin,2009,6.0,1.0
Morgen,2010,5.5,2.0
"What's Up, Scarlet?",2005,5.0,1.0
Christmas Evil,1980,5.6,34.0
Three Wise Men,2008,5.0,1.0
Call Her Savage,1932,3.5,2.0
Apollo 18,2011,5.0,359.0
Crazy Horse,2011,7.4,4.0
Seeking Justice,2011,5.8,314.0
The Sound and the Fury,1959,6.2,3.0
La Pointe-Courte,1955,6.1,5.0
Hostel: Part III,2011,4.8,273.0
Wyvern,2009,5.5,14.0
The Disappearance of Haruhi Suzumiya,2010,7.8,51.0
The Poseidon Adventure,2005,4.5,25.0
A River Called Titas,1973,4.2,3.0
The Vanquished,1953,5.5,3.0
The Blue Bird,1918,6.0,3.0
Red Tails,2012,5.9,180.0
In Darkness,2011,7.1,45.0
Odd Obsession,1959,5.8,12.0
The Flowers of War,2011,7.1,193.0
Enthusiasm,1931,6.3,6.0
The Scenesters,2009,4.5,2.0
Thunder Soul,2010,8.4,4.0
The Nun,2005,4.3,30.0
Vlad,2003,3.1,7.0
The Intouchables,2011,8.2,5410.0
Declaration of War,2011,7.0,66.0
One for the Money,2012,5.3,392.0
The Incredible Petrified World,1957,3.1,8.0
Queen of the Amazons,1947,3.0,3.0
Becoming Chaz,2011,5.0,2.0
Countdown to Looking Glass,1984,6.0,1.0
W.E.,2011,5.8,62.0
The Innkeepers,2011,5.4,223.0
The Storage,2011,5.4,4.0
Nancy Goes to Rio,1950,6.5,2.0
Dog Tags,2008,3.4,7.0
Big Miracle,2012,6.6,153.0
Collision Earth,2011,6.0,11.0
The Great Bank Hoax,1978,0.0,0.0
The Wonderful World of Puss 'n Boots,1969,5.3,3.0
Reel Injun,2009,7.1,8.0
A Man Called Sledge,1970,6.5,11.0
Cameraman: The Life and Work of Jack Cardiff,2010,7.4,9.0
Six Degrees of Celebration,2010,6.1,16.0
Six Degrees of Celebration 2,2011,6.8,14.0
This Time Around,2003,5.2,11.0
Enid,2009,6.2,6.0
Jenny,1936,0.0,0.0
The Straits of Love and Hate,1937,0.0,0.0
State Fair,1933,5.3,6.0
Grave Encounters,2011,6.2,385.0
Detective Dee and the Mystery of the Phantom Flame,2010,6.5,101.0
Hurry Sundown,1967,6.4,5.0
Batch '81,1982,4.2,3.0
The Eleventh Year,1928,7.0,4.0
Forever Yours,2011,5.0,1.0
The Career of Nikos Dyzma,2002,6.1,7.0
E=mc²,2002,6.7,8.0
Chronicle,2012,6.6,1965.0
The Woman in Black,2012,6.1,1237.0
Dottie Gets Spanked,1993,6.2,5.0
Woman in Love,2011,6.3,51.0
The Dancing Hawk,1978,0.0,0.0
Toast,2010,6.3,72.0
The Art of Getting By,2011,6.4,430.0
The Human Resources Manager,2011,7.2,6.0
The Overcoat,1952,5.0,4.0
Bucky Larson: Born to Be a Star,2011,4.4,51.0
The Monk,2011,5.8,32.0
Can Mr. Smith Get to Washington Anymore?,2006,0.0,0.0
A Doll's House,1973,5.6,8.0
The Canyon,2009,5.9,28.0
Cass Timberlane,1947,6.0,1.0
All Watched Over by Machines of Loving Grace,2011,8.1,10.0
Yes: 9012 live,1985,0.0,1.0
Kisses For My President,1964,6.0,1.0
Third Star,2010,7.5,47.0
Living Proof,2008,3.0,2.0
Barbie in the Nutcracker,2001,6.4,182.0
Dylan Moran: Monster,2004,7.8,14.0
"Dylan Moran: Like, Totally...",2006,7.5,11.0
Dylan Moran: What It Is,2009,7.6,11.0
"Dylan Moran: Yeah, Yeah",2011,7.5,9.0
Safe House,2012,6.3,1361.0
The Vow,2012,7.0,1328.0
Swamp Shark,2011,4.3,28.0
Moon of the Wolf,1972,5.4,7.0
She Gods of Shark Reef,1958,3.0,3.0
King Kong Escapes,1967,5.9,21.0
The Chocolate Soldier,1941,0.0,0.0
Frisco Jenny,1932,5.3,4.0
My Boy Jack,2007,6.5,19.0
Louis C.K.: Live at the Beacon Theater,2011,8.1,80.0
Special Bulletin,1983,6.8,4.0
As Luck Would Have It,2011,5.8,19.0
The Black Power Mixtape 1967-1975,2011,7.7,6.0
The Girl from Jones Beach,1949,5.5,1.0
Holding Trevor,2007,4.7,13.0
Castle of Sand,1974,7.5,8.0
At Home by Myself... with You,2009,0.0,0.0
Pitfall,1962,7.1,21.0
Casual Relations,1974,0.0,0.0
Warsaw Bridge,1989,5.0,1.0
Monsieur Lazhar,2011,6.6,82.0
Tin Pan Alley,1940,5.0,1.0
BookWars,2000,0.0,0.0
Kino Eye,1924,7.8,4.0
Silence,1971,7.1,12.0
"For a Good Time, Call...",2012,5.8,111.0
The Jodorowsky Constellation,1994,6.1,6.0
Casey Jones,2011,3.8,4.0
Janie Jones,2010,6.2,13.0
Thirteen Women,1932,5.7,6.0
Journey 2: The Mysterious Island,2012,5.8,1050.0
Stella Does Tricks,1997,6.2,5.0
Valerie,2007,6.7,3.0
The Boys,1962,6.6,8.0
Hoodoo Ann,1916,5.3,3.0
Perfect Sense,2011,6.9,298.0
The Shrine,2010,5.8,81.0
Israeli Intelligence,2007,4.3,2.0
Johnny Cash at Folsom Prison,2008,0.0,0.0
Fake,2010,5.0,3.0
Forest of Bliss,1986,6.0,2.0
The Artist,2008,6.8,3.0
Tim and Eric's Billion Dollar Movie,2012,5.2,35.0
The Pearl,1947,8.3,5.0
Kuningasjätkä,1998,5.8,5.0
Rollo and the Spirit of the Woods,2001,7.0,6.0
Beautiful Kate,2009,6.0,22.0
Chapiteau-Show,2011,6.8,13.0
Sommer der Gaukler,2011,6.0,1.0
Kokowaah,2011,6.4,103.0
Hearts of the West,1975,5.1,4.0
When Love Is Not Enough: The Lois Wilson Story,2010,4.4,5.0
Monstrosity,1963,2.3,10.0
Sixpack,2011,5.3,6.0
The City Dark,2012,8.7,3.0
Oka!,2011,2.5,2.0
Bombay Beach,2011,6.5,7.0
The Little Mermaid,1976,7.0,4.0
Bodyguards and Assassins,2009,6.5,58.0
The Sorcerer and the White Snake,2011,5.6,58.0
Flying Swords of Dragon Gate,2011,6.0,56.0
Smokin' Aces 2: Assassins' Ball,2010,5.4,88.0
Knuckle,2011,5.1,11.0
Winter in Wartime,2008,6.8,66.0
The Three Musketeers,1939,7.0,2.0
Untamed Youth,1957,2.3,3.0
God's Gift To Women,1931,0.0,0.0
Ricky Rapper and the Bicycle Thief,2010,4.0,1.0
The Truth About Love,2005,4.2,23.0
Plans for Tomorrow,2010,5.0,1.0
Born to Be Bad,1934,4.7,3.0
Así es la vida...,2000,5.0,2.0
The Mysterious X,1914,6.3,4.0
Le 7ème juré,2008,5.8,6.0
Metallica: A Year and a Half in the Life Of...,1992,6.8,7.0
Balkan Spy,1984,7.4,10.0
We Were Here,2011,7.6,16.0
Hot Summer Week,1972,0.0,0.0
Happy End,1967,7.2,11.0
New York in the 50's,2001,0.0,0.0
The Hunter,2011,6.7,237.0
The Dead,2010,5.8,65.0
The Love Trap,1929,0.0,0.0
Kaleidoscope,1966,6.5,2.0
Ghost Rider: Spirit of Vengeance,2011,4.7,1163.0
A Monster in Paris,2011,6.5,323.0
The Souler Opposite,1998,0.0,0.0
Film About a Woman Who…,1974,7.0,2.0
"DOS μια ιστορία αγάπης, απ' την ανάποδη",2011,4.0,2.0
Prayers for Bobby,2009,7.5,99.0
Little Criminals,1995,7.6,8.0
Bustin' Down the Door,2008,0.0,0.0
Love Wrecked,2005,4.8,137.0
The World According to Ion B.,2009,8.3,2.0
Territorio comanche,1997,0.0,0.0
Father Takes a Wife,1941,5.0,1.0
A Very Potter Musical,2009,7.7,20.0
A Very Potter Sequel,2010,7.2,12.0
Once Upon a Time in the North,2012,5.9,8.0
Miss Nobody,2010,4.3,15.0
Retreat,2011,5.5,83.0
Guy and Madeline on a Park Bench,2009,6.0,11.0
The Great Sinner,1949,6.3,2.0
Her Highness and the Bellboy,1945,4.5,4.0
The Civil War,1990,9.2,15.0
October Baby,2011,6.8,35.0
Khodorkovsky,2011,3.6,7.0
The Bear,2011,4.5,1.0
Live Music,2009,0.0,0.0
Ro.Go.Pa.G.,1963,7.4,7.0
Paris Belongs to Us,1961,6.8,12.0
Bag of Bones,2011,5.8,41.0
Mozart's Sister,2010,6.2,13.0
Seven Days in Utopia,2011,5.1,20.0
The Women on the 6th Floor,2010,6.6,90.0
One of Our Dinosaurs Is Missing,1975,5.6,16.0
Mega Shark vs. Crocosaurus,2010,2.7,39.0
Wrong Turn 4: Bloody Beginnings,2011,5.2,221.0
Moscow Clad in Snow,1909,6.5,4.0
Sleep Tight,2011,7.0,206.0
The Munekata Sisters,1950,0.0,0.0
Arena,2011,5.0,90.0
Mail Order Bride,1964,0.0,0.0
The Satan Bug,1965,5.6,11.0
Poppy Shakespeare,2008,0.0,0.0
Freedom,2000,8.0,2.0
The Price of Forgiveness,2001,0.0,0.0
I Saw Mommy Kissing Santa Claus,2002,3.8,3.0
Red Hill,2010,6.2,55.0
Zone Troopers,1985,3.6,10.0
La Patinoire,1998,7.0,1.0
The Secret Glory,2001,6.2,6.0
The Woman Who Drinks,2001,8.0,1.0
The Prince and the Pauper,1990,6.7,32.0
Another Woman's Life,2012,6.1,23.0
A Cat in Paris,2010,6.5,68.0
Dr. Goldfoot and the Girl Bombs,1966,5.3,8.0
Children Who Chase Lost Voices,2011,7.1,137.0
Gone,2012,5.9,346.0
The Plastic Age,1925,5.0,1.0
Courageous,2011,6.8,77.0
Flywheel,2003,6.8,20.0
Project X,2012,6.5,1624.0
The Lorax,2012,6.3,1048.0
Darling,2007,6.8,5.0
The Big Year,2011,5.6,252.0
The Liar,1981,7.0,1.0
Kovat Miehet,1999,7.0,1.0
Mr. Moto's Last Warning,1939,5.5,6.0
Act of Valor,2012,6.3,420.0
Trailer Park Boys,1999,7.4,21.0
Don Quixote,1933,2.5,2.0
Undefeated,2011,7.9,24.0
This Means War,2012,5.9,1411.0
One A.M.,1916,6.3,17.0
The Cure,1917,6.4,24.0
The Bank,1915,6.4,10.0
A Night Out,1915,5.5,10.0
The Earth Dies Screaming,1964,6.1,15.0
The Dark Side of the Sun,1988,4.7,18.0
John Carter,2012,6.1,2170.0
Canned Dreams,2012,10.0,1.0
Sunnyside,1919,6.4,16.0
When We Leave,2010,6.9,24.0
Genius Within: The Inner Life of Glenn Gould,2009,6.9,4.0
Great Directors,2010,6.2,6.0
Something Big,1971,4.5,2.0
The Take,1974,8.0,1.0
Queen: Days of Our Lives,2011,6.7,13.0
Police,1916,6.1,14.0
Behind the Screen,1916,6.8,14.0
Easy Street,1917,7.0,31.0
The Art of Flight,2011,8.3,70.0
Starbuck,2011,6.8,165.0
Forks Over Knives,2011,7.0,46.0
Deserter,1933,5.0,1.0
Skies Above the Landscape,2006,0.0,0.0
United Red Army,2007,6.1,8.0
Goon,2012,6.5,338.0
Landscape with a Woman,1976,0.0,0.0
Blind Pig Who Wants to Fly,2008,6.0,1.0
What Is to Be Done?,1970,5.0,1.0
The Hidden Face,2011,7.3,213.0
In Gold We Trust,2010,5.2,14.0
Eye of the Devil,1966,6.8,12.0
Listen to Your Heart,2010,7.5,38.0
Dead on Time,1983,0.0,0.0
Pale Cocoon,2006,6.8,16.0
The Awakening,2011,6.3,470.0
The Round Up,2010,7.5,325.0
Miral,2010,5.1,15.0
Princess of Mars,2009,3.1,10.0
Like Water,2011,6.4,16.0
Cencoroll,2009,6.3,13.0
Game Change,2012,6.4,98.0
Kill by Inches,1999,0.0,0.0
The Ledge,2011,5.9,103.0
Bestseller,2010,6.0,18.0
21 Jump Street,2012,6.7,4151.0
"Jeff, Who Lives at Home",2011,6.1,220.0
Blackballed: The Bobby Dukes Story,2004,5.5,5.0
Adventures of Captain Marvel,1941,7.0,1.0
Captain Midnight,1942,0.0,0.0
Harmagedon - Erään maailman loppu,1986,0.0,0.0
City of Fear,1959,6.3,6.0
Treed Murray,2001,7.8,5.0
Satan Never Sleeps,1962,5.6,4.0
SOS Coast Guard,1937,4.0,2.0
Yes or No,2010,7.7,22.0
Blind,2011,7.5,31.0
Lockout,2012,5.8,722.0
Bedevilled,2010,7.3,89.0
Lucky,2011,4.9,31.0
Resurrect Dead: The Mystery of the Toynbee Tiles,2011,6.9,18.0
A Lonely Place to Die,2011,6.2,160.0
"Caltiki, the Immortal Monster",1959,5.9,6.0
Snowtown,2011,6.3,107.0
Space Battleship Yamato,2010,6.3,59.0
Nothing Lasts Forever,1984,7.1,8.0
Zero Bridge,2011,5.0,1.0
The Bleeding,2009,2.9,10.0
Wreckers,2011,5.9,15.0
Fat Head,2009,6.6,17.0
Public Housing,1997,8.5,2.0
The Runner,1984,6.0,2.0
Last Exit,2003,0.0,0.0
Verbo,2011,4.0,11.0
The Frankenstein Syndrome,2010,4.9,20.0
A Thousand Months,2003,5.0,4.0
The Secret Nation,1989,8.3,2.0
Manrape,1978,0.0,0.0
Passion of Love,1981,7.1,7.0
!Women Art Revolution,2010,4.3,2.0
Casa De Mi Padre,2012,5.5,104.0
Corman's World: Exploits of a Hollywood Rebel,2011,7.4,23.0
Tropical Fish,1995,7.0,2.0
Prom Queen: The Marc Hall Story,2004,5.6,5.0
Evolver,1994,5.7,6.0
Letters to Santa,2011,7.1,25.0
Dragon Age: Redemption,2011,7.0,1.0
Jiro Dreams of Sushi,2011,7.8,239.0
Damsels in Distress,2012,5.6,67.0
A Skin Too Few: The Days of Nick Drake,2002,7.3,6.0
Human Lanterns,1982,6.7,5.0
Pageant,2008,5.3,3.0
A Warm December,1973,6.0,6.0
White Night Wedding,2008,5.5,2.0
Salmon Fishing in the Yemen,2011,6.3,325.0
Hotel,1967,6.3,9.0
Eden of the East Movie I: The King of Eden,2009,6.9,22.0
Eden of the East Movie II: Paradise Lost,2010,6.8,18.0
Saving Face,2012,7.1,8.0
Admiral Yamamoto,1968,8.8,2.0
Meeting Evil,2012,4.7,59.0
Wrath of the Titans,2012,5.5,1459.0
Bending The Rules,2012,5.2,22.0
Seven Brothers,1939,0.0,0.0
Paan Singh Tomar,2012,7.3,28.0
The Horrible Dr. Hichcock,1962,5.8,5.0
Detachment,2011,7.3,343.0
Four Sided Triangle,1953,5.8,2.0
The Incredible Hulk Returns,1988,5.4,19.0
Answers to Nothing,2011,4.1,4.0
4:44 Last Day on Earth,2011,4.4,48.0
Iron Sky,2012,5.6,563.0
The Ghost,1963,5.5,2.0
Absentia,2011,5.8,121.0
There's Something Wrong with Aunt Diane,2011,6.7,22.0
American Reunion,2012,6.1,1641.0
Ticked-Off Trannies with Knives,2010,5.6,7.0
The Raid,2011,7.3,1076.0
The Cabin in the Woods,2012,6.6,2314.0
Delicacy,2011,6.5,138.0
God Bless America,2011,7.0,373.0
The Desert of Forbidden Art,2011,5.0,1.0
The Wayshower,2011,0.0,0.0
Frankenstein,1910,6.4,34.0
The Clay Bird,2002,6.1,12.0
The Dupes,1973,7.5,2.0
Romantics Anonymous,2010,6.4,148.0
The Unknown Woman,2011,0.0,0.0
Popatopolis,2009,6.9,7.0
The Gamma People,1956,6.2,3.0
"Wild, Wild Planet",1965,4.0,4.0
Egg,2007,4.8,8.0
Village People Radio Show,2007,5.0,1.0
The Day I Was Not Born,2010,6.3,8.0
Genesis,1998,6.7,16.0
The Big Night,1951,7.4,5.0
Housefull 2,2012,5.0,28.0
Agent Vinod,2012,5.3,17.0
After,2009,5.3,3.0
Lust for Gold,1974,0.0,0.0
Footnote,2011,6.7,21.0
Café de Flore,2011,6.8,60.0
L!fe Happens,2011,5.3,66.0
Midnight Movie,2008,5.6,22.0
Ollie Hopnoodle's Haven of Bliss,1988,10.0,1.0
The Silent House,2010,5.3,46.0
Silent House,2011,5.2,125.0
Wild About Harry,2000,4.3,2.0
Keeping the Promise,1997,0.0,0.0
Helsinki Napoli - All Night Long,1987,6.0,1.0
The Three Stooges,2012,4.9,143.0
The Raven,2012,6.1,432.0
The Ballad of Nessie,2011,7.3,22.0
The Big Bang,2011,5.5,40.0
Mirror Mirror,2012,5.5,1148.0
Battleship,2012,5.5,2141.0
Our Day Will Come,2010,6.8,41.0
Louis Theroux: America's Most Hated Family in Crisis,2011,7.5,16.0
The Woman in the Rumor,1954,7.5,6.0
Appropriate Adult,2011,7.0,3.0
Terraferma,2011,6.5,21.0
Madhouse,1974,6.0,21.0
Goodbye First Love,2011,6.4,34.0
The Best Exotic Marigold Hotel,2011,6.9,468.0
Rush: Beyond the Lighted Stage,2010,8.2,21.0
Position Among the Stars,2011,9.0,3.0
The Second Time Around,1961,4.0,1.0
Crime After Crime,2011,5.3,3.0
Black Pond,2011,5.3,7.0
18 Years Later,2010,7.1,12.0
King of Devil's Island,2010,7.2,67.0
Twelve,2010,6.0,99.0
Sharpay's Fabulous Adventure,2011,5.3,110.0
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",2009,0.0,0.0
Comic-Con Episode IV: A Fan's Hope,2011,6.6,15.0
Bullhead,2011,7.4,106.0
Le Crabe-Tambour,1977,6.0,6.0
Bully,2011,7.2,63.0
The Hammer,2010,6.0,11.0
Uncovered,1995,5.5,12.0
The Chance of a Lifetime,1943,6.0,1.0
The Flower in Hell,1958,6.5,3.0
White Mountains,1964,5.0,1.0
Hysteria,2011,6.6,262.0
Cold Storage,2009,4.0,2.0
Listen to Britain,1942,5.5,8.0
The Mad Masters,1955,6.5,10.0
Dante's Inferno: An Animated Epic,2010,6.0,62.0
The Bleeding House,2011,5.2,18.0
Barrier,1966,6.7,3.0
Crazy Sexy Cancer,2007,6.0,1.0
Aakrosh,2010,6.4,9.0
Devil's Diary,2007,4.0,9.0
Alambrista!,1977,5.5,4.0
Androcles and the Lion,1952,6.3,4.0
Super Demetrios,2011,6.0,1.0
Naked Ambition: An R Rated Look at an X Rated Industry,2009,4.3,11.0
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,1983,0.0,0.0
The Atomic Submarine,1959,5.8,8.0
The Baron of Arizona,1950,7.5,15.0
The Five-Year Engagement,2012,5.7,466.0
The White Darkness,2002,6.3,4.0
Icarus XB 1,1963,6.7,16.0
Men in Hope,2011,6.7,20.0
Spud,2010,7.3,15.0
Black Sun,1964,6.3,3.0
The Murderer Lives at Number 21,1942,7.2,20.0
Judgment in Berlin,1988,6.7,3.0
Elsewhere,2009,5.8,33.0
The Marc Pease Experience,2009,4.3,16.0
Buried Alive II,1997,5.2,6.0
One Body Too Many,1944,5.5,4.0
Slim Carter,1957,0.0,0.0
In The Hands Of The Gods,2007,5.0,2.0
The Catechism Cataclysm,2011,3.9,7.0
The Devil's Rock,2011,5.7,32.0
Think Like a Man,2012,6.9,287.0
The Lucky One,2012,6.8,981.0
Diverted,2009,5.0,1.0
The First Texan,1956,3.2,3.0
"Good-bye, My Lady",1956,7.5,2.0
Chosin,2010,7.0,1.0
Nob Hill,1945,3.0,2.0
Bride Flight,2008,6.9,10.0
Chained for Life,1952,5.0,2.0
The Scarlet Letter,1979,0.0,0.0
If a Tree Falls: A Story of the Earth Liberation Front,2011,6.3,11.0
The Greening of Whitney Brown,2011,6.0,11.0
Safe,2012,6.3,808.0
"That Day, on the Beach",1983,7.5,2.0
Hamlet,2009,7.3,22.0
The Fairy,2011,6.1,17.0
Diaries Notes and Sketches,1969,9.0,3.0
3rd World Hero,2000,8.5,2.0
Kept Husbands,1931,2.5,2.0
The Swell Season,2011,6.4,9.0
"Ella Lola, a la Trilby",1898,4.0,1.0
Guilty Hands,1931,0.0,0.0
L'outremangeur,2002,8.0,2.0
Jumping the Broom,2011,6.0,57.0
A Story Written with Water,1965,8.5,2.0
Feast III: The Happy Finish,2009,5.0,42.0
Red Dog,2011,7.1,83.0
Any Questions for Ben?,2012,6.2,9.0
Sweet Bunch,1983,7.0,6.0
Amu,2005,6.7,6.0
Dark Shadows,2012,5.7,2383.0
The Scorpion King: Rise of a Warrior,2008,4.3,138.0
Big Boys Gone Bananas!*,2011,7.2,7.0
Ciao Bella,2007,5.0,1.0
Daylight,2011,5.0,1.0
96 Minutes,2011,5.6,28.0
Columbus Circle,2012,5.9,79.0
The Decoy Bride,2011,6.1,68.0
The Headhunter's Sister,1997,0.0,0.0
Angels Crest,2011,5.9,20.0
Viva Riva!,2010,5.4,5.0
The Forgiveness of Blood,2011,6.7,18.0
Among Wolves,2010,5.6,8.0
Edwin Boyd: Citizen Gangster,2011,5.5,16.0
Beyond the Black Rainbow,2010,5.7,78.0
The Last Play at Shea,2010,4.7,3.0
The Poker Club,2008,5.7,3.0
The Clown,2011,7.2,41.0
Creature,2011,4.0,16.0
Thawing Out,2009,5.7,7.0
"Turkish Dance, Ella Lola",1898,4.5,2.0
Walking with Beasts,2001,7.3,11.0
Rocket Singh: Salesman of the Year,2009,7.0,28.0
Vicky Donor,2012,6.9,37.0
Zig Zag,1970,8.3,2.0
Extraordinary Stories,2008,8.0,4.0
Small Town of Anara,1978,7.0,1.0
Across the Line: The Exodus of Charlie Wright,2010,6.1,13.0
Three Steps Above Heaven,2010,7.4,513.0
The Dictator,2012,5.9,1789.0
Thrive,2011,6.5,13.0
Boys Love,2006,2.8,5.0
Bombay Talkie,1970,6.0,1.0
Border Radio,1987,4.9,4.0
Keyhole,2011,5.8,12.0
Before The Dinosaurs - Walking With Monsters,2005,7.3,12.0
"Boys Diving, Honolulu",1901,0.0,0.0
The Island President,2012,4.8,3.0
The Heir Apparent: Largo Winch,2008,6.1,176.0
The Mighty Macs,2009,5.0,15.0
My Blue Heaven,1950,0.0,0.0
Gifted Hands: The Ben Carson Story,2009,7.5,85.0
Chains,1949,7.0,2.0
The Woman Who Dared,1944,6.5,2.0
Nuoruuteni savotat,1988,6.0,1.0
Safrana or Freedom of Speech,1978,0.0,0.0
The Rose Seller,1998,6.5,9.0
Galileo,1975,7.0,1.0
Men in Black 3,2012,6.3,4228.0
Snow White and the Huntsman,2012,5.8,3183.0
The Harvest Month,1956,5.0,1.0
Olympian Holiday,1976,6.3,4.0
Pine Flat,2006,0.0,0.0
Back Street,1941,7.0,1.0
Where East is East,1929,5.0,1.0
Sound of My Voice,2011,6.3,109.0
The Steel Trap,1952,5.3,3.0
Night of the Demons,2009,4.6,42.0
The Secrets of Jonathan Sperry,2008,6.7,8.0
Unnaipol Oruvan,2009,6.9,10.0
EVA,2011,6.4,108.0
Chernobyl Diaries,2012,4.9,492.0
Chicken with Plums,2011,6.8,44.0
School of Seduction,2004,2.3,2.0
You Can't Win 'Em All,1970,6.1,7.0
Leadbelly,1976,6.5,2.0
The Pirates! In an Adventure with Scientists!,2012,6.4,379.0
A Better Life,2012,6.0,42.0
Hemingway & Gellhorn,2012,6.1,40.0
The Fish Child,2009,6.0,15.0
Hick,2011,5.6,156.0
Prometheus,2012,6.3,5152.0
The Pact,2012,5.5,194.0
Phyllis and Harold,2010,6.0,1.0
Letters to God,2010,6.5,37.0
Bernie,2012,6.5,325.0
Desi Boyz,2011,6.0,30.0
Ten North Frederick,1958,7.0,2.0
3 A.M.,2001,5.0,5.0
Deadline - U.S.A.,1952,6.9,17.0
Inhale,2010,6.3,39.0
Rated X: A Journey Through Porn,1999,7.3,3.0
Just Friends?,2009,6.5,4.0
Take This Waltz,2011,6.3,127.0
Berlin '36,2009,4.0,7.0
Sound of Noise,2010,7.6,38.0
The Blot,1921,7.3,3.0
Dr. Crippen,1964,6.0,2.0
Dickson Experimental Sound Film,1894,6.7,18.0
Wanderlust,2012,5.3,402.0
Harriet Craig,1950,7.3,5.0
Ladies They Talk About,1933,5.8,11.0
Moonrise Kingdom,2012,7.6,1701.0
There Be Dragons,2011,5.8,28.0
Texas Killing Fields,2011,5.7,133.0
Kahaani,2012,7.3,61.0
Superman vs. The Elite,2012,6.6,103.0
I Wish,2011,7.1,46.0
Stavisky,1974,6.3,10.0
Never Take Sweets from a Stranger,1960,6.1,5.0
Get the Gringo,2012,6.4,544.0
Suicide Manual,2003,4.0,2.0
The Keeper,2009,5.4,26.0
5 Days of War,2011,5.8,63.0
"Life, Above All",2010,7.3,6.0
Bio Slime,2010,3.0,3.0
Superman: Doomsday,2007,6.5,138.0
Entr'acte,1924,6.8,26.0
A Lake,2008,6.9,8.0
Tracy Morgan: Black & Blue,2010,8.0,2.0
The Importance of Tying Your Own Shoes,2011,5.9,13.0
The Peach Thief,1964,6.0,3.0
Salomé,1972,8.0,3.0
Outer Space,1999,6.8,22.0
