crew,return,title,release_date,budget,revenue
Bill Bennett,0,Cut,2000-02-23,0.0,0.0
Bryan Lefler,0,Unicorn City,2012-02-24,0.0,0.0
Ryan Polito,0,Them Idiots: Whirled Tour,2012-03-12,0.0,0.0
Bud Yorkin,0,Divorce American Style,1967-06-21,0.0,0.0
Daniel Pearl,0,Collision Course,1988-04-22,0.0,0.0
Fran Rubel Kuzui,2.3749222857142858,Buffy the Vampire Slayer,1992-07-24,7000000.0,16624456.0
Luis Mandoki,1.4860002,Message in a Bottle,1999-02-22,80000000.0,118880016.0
Rudolph Maté,0,The Deep Six,1958-01-15,0.0,0.0
Richard Pearson,0.6787906666666667,Muppets from Space,1999-07-14,24000000.0,16290976.0
Bert Bates,0,The Key,1958-05-28,0.0,0.0
Susie Figgis,0.0,Hideous Kinky,1998-11-17,12000000.0,0.0
Richard Brooks,0,Take the High Ground!,1953-10-30,0.0,0.0
Michael Hoffman,0.0,A Midsummer Night's Dream,1999-04-25,11000000.0,0.0
Suzanne Smith,0.0,Ravenous,1999-03-16,12000000.0,0.0
Robert Rodriguez,0.0,From Dusk Till Dawn 3: The Hangman's Daughter,1999-10-30,5000000.0,0.0
Greg Gardiner,0.0,Son of the Mask,2005-02-18,84000000.0,0.0
Joseph LaShelle,0,Mister 880,1950-09-29,0.0,0.0
Peter Howitt,9.666666666666666,Sliding Doors,1998-04-23,6000000.0,58000000.0
Stuart Heisler,0,Hitler,1962-03-21,0.0,0.0
Amanda Mackey,0.5475874285714286,Species II,1998-04-10,35000000.0,19165560.0
Chuck Jones,0,Operation: Rabbit,1952-01-19,0.0,0.0
Burnett Guffey,0,The Mountain Road,1960-06-15,0.0,0.0
Mychael Danna,0.652717,The Sweet Hereafter,1997-05-14,5000000.0,3263585.0
Doug Liman,22.52961,Swingers,1996-10-18,200000.0,4505922.0
David Guterson,0,Snow Falling on Cedars,1999-12-22,0.0,0.0
Jack Martin Smith,0,Way Way Out,1966-10-26,0.0,0.0
Yuriy Poteenko,0.764696,The Spy,2012-04-05,6000000.0,4588176.0
Harry Winer,0,The Dive from Clausen's Pier,2005-07-25,0.0,0.0
John Dahl,1.9101581666666667,Rounders,1998-09-11,12000000.0,22921898.0
Alain Chabat,0.972,HOUBA! On the Trail of the Marsupilami,2012-04-03,50000000.0,48600000.0
Wayne Wahrman,9.798003333333334,Kickboxer,1989-04-20,1500000.0,14697005.0
Jason Connery,0.0,The Philly Kid,2012-05-11,5000000.0,0.0
Koki Mitani,0,"Welcome Back, Mr. McDonald",1997-11-08,0.0,0.0
Sam Raimi,0,A Simple Plan,1998-12-11,0.0,0.0
Anders Engström,0,Vares - The Path Of The Righteous Men,2012-01-06,0.0,0.0
John Shepherd,0,Something to Sing About,2000-06-10,0.0,0.0
Tom McLoughlin,6.490685666666667,Friday the 13th Part VI: Jason Lives,1986-08-01,3000000.0,19472057.0
Filip Tegstedt,0,Marianne,2011-11-04,0.0,0.0
Robert Benmussa,0,High Tension,2003-06-18,0.0,0.0
Jacques Tati,0,PlayTime,1967-12-16,0.0,0.0
Volker Schlöndorff,0,The Sudden Wealth of the Poor People of Kombach,1971-04-14,0.0,0.0
Michael Haigney,5.454822066666667,Pokémon: The First Movie: Mewtwo Strikes Back,1998-07-18,30000000.0,163644662.0
Ralph Nelson,0,Fate Is the Hunter,1964-11-08,0.0,0.0
R.G. Springsteen,0,Johnny Reno,1966-03-09,0.0,0.0
Allan Dwan,0,Montana Belle,1952-11-07,0.0,0.0
Denise Di Novi,3.7479153636363636,A Walk to Remember,2002-01-25,11000000.0,41227069.0
Valerie Zenatti,0,A Bottle in the Gaza Sea,2011-10-08,0.0,0.0
John Sturges,0.0,Underwater!,1955-02-09,3500000.0,0.0
Anders Thomas Jensen,0.0,Adam's Apples,2005-04-15,3700000.0,0.0
Susan Skoog,0,Whatever,1998-07-10,0.0,0.0
Chris Eska,0,August Evening,2007-06-21,0.0,0.0
Daniel Schmid,0,Shadow of Angels,1976-01-31,0.0,0.0
Mushon Salmona,0,Vasermil,2007-10-25,0.0,0.0
Simon Boswell,0,Summer in the Golden Valley,2003-04-16,0.0,0.0
Jürgen Jürges,0,Funny Games,1997-05-14,0.0,0.0
Sergei M. Eisenstein,0,Alexander Nevsky,1938-11-24,0.0,0.0
Sydney Pollack,0,The Way We Were,1973-10-17,0.0,45000000.0
Niels Arden Oplev,0,Dead Man Down,2013-03-08,0.0,18074539.0
Igor Voloshin,0,Bedouin,2011-01-01,0.0,0.0
Carlos Saura,0,Iberia,2005-05-11,0.0,0.0
Oliver Wood,0,The Honeymoon Killers,1970-02-04,0.0,0.0
Ingmar Bergman,0,Cries and Whispers,1972-12-21,0.0,0.0
Hans Zimmer,3.52858716,The Amazing Spider-Man 2,2014-04-16,200000000.0,705717432.0
Lewis Milestone,0,Two Arabian Knights,1927-09-23,0.0,0.0
Éric Rohmer,0,Autumn Tale,1998-09-07,0.0,0.0
Jim Booth,0.609827,Heavenly Creatures,1994-09-02,5000000.0,3049135.0
,0,Ill Gotten Gains,1997-12-05,0.0,0.0
Margaret Ménégoz,0,A Tale of Winter,1992-01-01,0.0,0.0
,0,Fillmore,1972-06-14,0.0,0.0
Arthur Ibbetson,0,Hotel Reserve,1944-06-01,0.0,0.0
Robert Aldrich,0.0,What Ever Happened to Baby Jane?,1962-10-31,980000.0,0.0
Joe Zerull,0,A Cadaver Christmas,2011-04-02,0.0,0.0
Carlos Saura,0,Salomé,2002-11-22,0.0,0.0
Joseph F. Biroc,0,The Flight of the Phoenix,1965-12-15,0.0,0.0
Don McBrearty,0,A Child's Christmas in Wales,1987-12-23,0.0,0.0
Rainer Werner Fassbinder,0,Gods of the Plague,1970-07-24,0.0,0.0
Reginald H. Morris,0,Welcome to Blood City,1977-08-23,0.0,0.0
Jane Feinberg,31.4320645,Porky's,1981-11-13,4000000.0,125728258.0
Benoît Jacquot,0,A Single Girl,1995-05-29,0.0,0.0
Frank A. Cappello,0,He Was a Quiet Man,2007-11-23,0.0,0.0
Mark Schippert,0,The Ring Thing,2004-01-01,0.0,0.0
Sam Leavitt,0,The Desperados,1969-02-28,0.0,0.0
André Téchiné,0,Alice and Martin,1998-10-23,0.0,0.0
Joe Johnston,1.4761904761904763,The Rocketeer,1991-06-21,42000000.0,62000000.0
Gary Howsam,0.0,5ive Girls,2006-01-01,3000000.0,0.0
Judi Brown-Marmel,0,Sebastian Maniscalco: What's Wrong with People?,2012-01-05,0.0,0.0
Roberto Rossellini,0,The Machine That Kills Bad People,1952-05-14,0.0,0.0
Richard Thorpe,0,White Cargo,1942-12-12,0.0,0.0
Jari Kokko,0,44500 Max,2009-09-01,0.0,0.0
Steve Jablonsky,0.7655343428571428,Dragon Wars: D-War,2007-02-08,70000000.0,53587404.0
Sólveig Anspach,0,Stormy Weather,2003-09-07,0.0,0.0
Zaida Bergroth,0.0,The Good Son,2011-03-25,560000.0,0.0
Prachya Pinkaew,0,Born to Fight,2004-08-05,0.0,0.0
Arthur Edeson,0,The Patent Leather Kid,1927-09-01,0.0,0.0
Corey Yuen Kwai,0,The Twins Effect II,2004-08-12,0.0,0.0
Gary Trousdale,0,The Madagascar Penguins in a Christmas Caper,2005-09-23,0.0,0.0
Jonathan Gruber,0,Follow Me: The Yoni Netanyahu Story,2012-05-18,0.0,0.0
Robert Aldrich,0,Big Leaguer,1953-08-19,0.0,0.0
Claude Zidi,0,My New Partner,1984-09-19,0.0,0.0
Arnon Milchan,0,Switch,1991-05-10,0.0,0.0
Tim Kirkby,0,Classic Albums: Iron Maiden - The Number of the Beast,2001-12-04,0.0,0.0
Joel Silver,0.0,El Gringo,2012-05-10,3000000.0,0.0
Eric Strand,0.04355178947368421,Tamara,2005-05-12,4750000.0,206871.0
Matthew Irving,0.0,Stash House,2012-05-11,2000000.0,0.0
Prabhu Deva,4.626865671641791,Rowdy Rathore,2012-06-01,6700000.0,31000000.0
Yeardley Smith,0,Virginia,2010-05-18,0.0,0.0
Ennio Morricone,0,Hamlet,1990-12-19,0.0,20710451.0
Sarah Frank,0,Union Square,2011-07-07,0.0,0.0
Shoufang Dou,0,Seoul Raiders,2005-02-05,0.0,0.0
Sarah Bradshaw,4.214109916666667,Maleficent,2014-05-28,180000000.0,758539785.0
Chris Johnston,0,Budz House,2011-10-25,0.0,0.0
Marie-Josèphe Yoyotte,0,You Are So Beautiful,2005-11-07,0.0,0.0
Terry Rawlings,2.533333333333333,Yentl,1983-11-18,12000000.0,30400000.0
Werner Herzog,0.0,Bells from the Deep,1993-01-01,517000.0,0.0
Elia Kazan,0,The Visitors,1972-02-02,0.0,0.0
Melanie Mohr,0.0,The Challenge,2005-01-01,300000.0,0.0
Edgar Neville,0,Domingo de carnaval,1945-10-22,0.0,0.0
Luc Besson,0,The Story Of My Life,2004-09-08,0.0,0.0
Patrick Doyle,0,Jekyll + Hyde,2006-05-05,0.0,0.0
Roberto Benabib,0,Little City,1997-04-04,0.0,0.0
Katia Stano,0,The Deal,2005-06-17,0.0,0.0
Kate Kirtz,0,Gabi on the Roof in July,2010-02-27,0.0,0.0
Lau Fung Lam,0,The Shaolin Temple,1982-01-21,0.0,16157801.0
Frank Oz,1.8202857142857143,What About Bob?,1991-05-17,35000000.0,63710000.0
Joseph Ruben,0,Return to Paradise,1998-08-10,0.0,0.0
Crispian Sallis,0.0089237,Byzantium,2012-09-09,10000000.0,89237.0
Afonso Poyart,0.810218,Two Rabbits,2012-01-20,2000000.0,1620436.0
Ellen Kuras,0,Summer of Sam,1999-07-02,0.0,0.0
Stephen King,0,Thinner,1996-10-25,0.0,0.0
Denis Côté,0,Carcasses,2009-08-25,0.0,0.0
Weikai Huang,0,Disorder,2009-03-31,0.0,0.0
John Carl Buechler,6.846428928571428,Friday the 13th Part VII: The New Blood,1988-05-13,2800000.0,19170001.0
Francine Parker,0,FTA,1972-07-21,0.0,0.0
Malcolm Leo,0,The Beach Boys: An American Band,1985-11-22,0.0,0.0
Rob Hedden,2.8,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5000000.0,14000000.0
Wendell B. Harris,0,Chameleon Street,1989-05-01,0.0,0.0
Lucien Ballard,0,Rabbit Test,1978-04-09,0.0,0.0
Kane Hodder,5.312688333333333,Jason Goes to Hell: The Final Friday,1993-08-13,3000000.0,15938065.0
Seyyed Reza Mir-Karimi,0,A Cube of Sugar,2012-02-29,0.0,0.0
Vicente Franco,0,Don’t Stop Believin’: Everyman’s Journey,2013-03-16,0.0,0.0
Harmony Korine,0,The Fourth Dimension,2012-06-27,0.0,0.0
Julia Murat,0,Found Memories,2011-09-02,0.0,0.0
Jamie Meltzer,0,Informant,2013-09-13,0.0,0.0
Elizabeth Mims,0,Only the Young,2012-05-01,0.0,0.0
Filippos Tsitos,0,Unfair World,2012-02-02,0.0,0.0
Olivier Lorelle,0.0,Summer Games,2011-09-01,2000000.0,0.0
Victor Kossakovsky,0,¡Vivan las Antipodas!,2011-11-05,0.0,0.0
Seth Zvi Rosenfeld,0,A Brother's Kiss,1997-04-25,0.0,0.0
Heidi Levitt,0.053278,Fido,2006-09-07,8000000.0,426224.0
Joe Cornish,3.9947074230769233,Ant-Man,2015-07-14,130000000.0,519311965.0
Benito Perojo,0,Sighs of Spain,1939-10-16,0.0,0.0
Ian Barry,0,Joey,1997-12-26,0.0,0.0
Erik Løchen,0,The Chasers,1959-08-24,0.0,0.0
David B. Cohn,0.0,Urban Legends: Bloody Mary,2005-07-19,3500000.0,0.0
Néstor Almendros,0,Pauline at the Beach,1983-02-23,0.0,0.0
Peter Markle,0,Silent Witness,2011-01-01,0.0,0.0
Allison Anders,0,Things Behind the Sun,2001-10-12,0.0,0.0
Rebecca Richman Cohen,0,War Don Don,2010-05-18,0.0,0.0
Richard T. Heffron,0,Trackdown,1976-05-20,0.0,0.0
Paul Haslinger,1.8579286842105263,Vacancy,2007-04-20,19000000.0,35300645.0
Armand Mastroianni,0,First Daughter,1999-08-15,0.0,0.0
Ennio Flaiano,0,Alive or Preferably Dead,1969-09-17,0.0,0.0
Adriano Bolzoni,0,Trinity and Sartana Are Coming,1972-05-30,0.0,0.0
Nick Love,0,The Football Factory,2004-05-13,0.0,0.0
Melvin Simon,0,Seven,1979-09-07,0.0,0.0
Louis R. Loeffler,0,How to Marry a Millionaire,1953-10-29,0.0,0.0
Raphael Bretton,0,"Hush... Hush, Sweet Charlotte",1964-12-15,0.0,0.0
Martin Scorsese,21.74044153846154,Taxi Driver,1976-02-07,1300000.0,28262574.0
Moonyeenn Lee,0,Lucky,2011-09-11,0.0,0.0
Nick Castle,0,'Twas the Night,2001-12-07,0.0,0.0
Lawrence Konner,3.870928,The Jewel of the Nile,1985-12-04,25000000.0,96773200.0
Christian Sebaldt,0.0,Starship Troopers 2: Hero of the Federation,2004-04-20,7000000.0,0.0
Rajkumar Santoshi,0,China Gate,1998-11-27,0.0,0.0
Marin Karmitz,0,Merci pour le Chocolat,2000-08-01,0.0,0.0
Barry Bernardi,1.347047619047619,Poltergeist III,1988-06-10,10500000.0,14144000.0
Shôichirô Masumoto,0,Any And Every Which Way,2010-02-27,0.0,0.0
Maurizio Lucidi,0,The Designated Victim,1971-04-22,0.0,0.0
Jeffrey L. Kimball,1.7255769655172415,Stigmata,1999-09-10,29000000.0,50041732.0
Govind Nihalani,0,Ardh Satya,1983-08-19,0.0,0.0
Rainer Werner Fassbinder,0,Why Does Herr R. Run Amok?,1970-06-27,0.0,0.0
Tim Fywell,0,Cambridge Spies,2003-05-09,0.0,0.0
Rainer Werner Fassbinder,0,The Merchant of Four Seasons,1971-11-04,0.0,0.0
An Dorthe Braker,0,The Bitter Tears of Petra von Kant,1972-10-05,0.0,0.0
Rainer Werner Fassbinder,0,Martha,1974-05-27,0.0,0.0
Robert Wise,0,Two Flags West,1950-10-12,0.0,0.0
Debra Zane,4.04585804,Patch Adams,1998-12-25,50000000.0,202292902.0
Marino Girolami,0,Desirable Teacher,1981-09-19,0.0,0.0
Mark A. Mangini,2.86372325,The Men Who Stare at Goats,2009-10-17,24000000.0,68729358.0
Robert Iscove,10.3166989,She's All That,1999-01-29,10000000.0,103166989.0
Roald Dahl,1.161775575,Fantastic Mr. Fox,2009-10-23,40000000.0,46471023.0
Phedon Papamichael,6.07944488,The Ides of March,2011-09-24,12500000.0,75993061.0
Robert Greene,0,Fake It So Real,2012-01-12,0.0,0.0
Robert B. Weide,0,Lenny Bruce: Swear to Tell the Truth,1998-10-21,0.0,21350.0
John Farrow,0,Copper Canyon,1950-11-15,0.0,0.0
Norman S. Hall,0,Apache Country,1952-05-30,0.0,0.0
George Clooney,0.25008075,Our Brand Is Crisis,2015-09-11,28000000.0,7002261.0
Fumihiko Sori,0,Dragon Age: Dawn of the Seeker,2012-02-11,0.0,0.0
Lonny Price,0,Sondheim! The Birthday Concert,2010-11-26,0.0,0.0
Werner Herzog,0,Woyzeck,1979-05-25,0.0,0.0
David Krentz,0,Dinotasia,2012-05-04,0.0,0.0
Patrick Lindenmaier,0,The Substance: Albert Hofmann's LSD,2011-11-17,0.0,0.0
Alan Landsburg,0,Unspeakable Acts,1990-01-15,0.0,0.0
Julián de Meriche,0,Tizoc,1956-06-15,0.0,0.0
Chris Bender,3.22903076,The Ring Two,2005-03-17,50000000.0,161451538.0
David Michael Frank,0,Extreme Justice,1993-01-01,0.0,0.0
Ousmane Sembene,0,Camp de Thiaroye,1988-01-01,0.0,0.0
Audrey Erskine-Lindop,0,I Thank a Fool,1962-09-14,0.0,0.0
Thomas Hedley Jr.,0,Fighting Back,1982-05-21,0.0,0.0
Mahesh Manjrekar,0,Rakht,2004-09-22,0.0,0.0
Klaartje Quirijns,0,Anton Corbijn Inside Out,2012-03-22,0.0,0.0
Mario Monicelli,0,I picari,1987-01-01,0.0,0.0
Emidio Greco,0,A Simple Story,1991-09-12,0.0,0.0
Charles Mulvehill,0,Being There,1979-12-19,0.0,30177511.0
Desmond Davis,2.739488533333333,Clash of the Titans,1981-03-15,15000000.0,41092328.0
Javed Akhtar,0,Zanjeer,1973-05-11,0.0,0.0
Ron Fortunato,0,If Lucy Fell,1996-03-08,0.0,0.0
John Abraham,0,Vicky Donor,2012-04-20,0.0,0.0
Jerry Goldsmith,0,Forever Young,1992-12-16,0.0,128000000.0
Peter Baldwin,0,The Harlem Globetrotters on Gilligan's Island,1981-05-15,0.0,0.0
Michael Chang,0.0,Superman vs. The Elite,2012-06-12,3500000.0,0.0
Reese Witherspoon,2.7758853777777777,"Legally Blonde 2: Red, White & Blonde",2003-07-02,45000000.0,124914842.0
Richard D. Zanuck,0,Cocoon,1985-06-21,0.0,85313124.0
Sam Mercer,3.04044202,Congo,1995-06-09,50000000.0,152022101.0
Andy Wolk,0,Traces of Red,1992-11-13,0.0,3206713.0
Heather Hach,4.239628153846154,Freaky Friday,2003-08-03,26000000.0,110230332.0
Anatoly Eyramdzhan,0,Babnik,1990-02-01,0.0,0.0
Anatoly Eyramdzhan,0,My Seawoman,1990-06-01,0.0,0.0
George A. Romero,263.1578947368421,Night of the Living Dead,1968-10-01,114000.0,30000000.0
Leos Carax,0,Holy Motors,2012-07-02,0.0,641100.0
James Newton Howard,2.492919966666667,The Prince of Tides,1991-12-25,30000000.0,74787599.0
Nancy Steiner,0,Ruby Sparks,2012-07-25,0.0,9128263.0
Arnaud Lemort,0,Dépression et des Potes,2012-04-30,0.0,0.0
Todd McFarlane,2.19600105,Spawn,1997-07-31,40000000.0,87840042.0
Nancy Haigh,1.6371338666666666,Bugsy,1991-12-10,30000000.0,49114016.0
Kim Coleman,0,Madea's Witness Protection,2012-06-29,0.0,0.0
Stan Margulies,5.348214285714286,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965-06-03,5600000.0,29950000.0
John Huston,2.311111111111111,Moby Dick,1956-06-27,4500000.0,10400000.0
Robert Siodmak,0,The Devil Strikes at Night,1957-09-19,0.0,0.0
Don DaGradi,0,Lady and the Tramp,1955-06-16,0.0,93600000.0
Wim Wenders,0.0,Until the End of the World,1991-09-12,23000000.0,0.0
Chris Menges,0,Second Best,1994-09-30,0.0,0.0
Kevin Williamson,0.6881720769230769,Teaching Mrs. Tingle,1999-08-11,13000000.0,8946237.0
Linda Hawkins,0,The World According to Sesame Street,2006-05-21,0.0,0.0
Richard T. Heffron,0,Outrage,1973-11-28,0.0,0.0
Leigh Scott,0,Hillside Cannibals,2006-03-28,0.0,0.0
Chris Walas,0,The Fly II,1989-02-10,0.0,38903179.0
Richard L. Anderson,4.602802764705882,K-9,1989-04-28,17000000.0,78247647.0
Kristín Björk Kristjánsdóttir,0,Grandma Lo-Fi,2011-11-08,0.0,0.0
Michel Amathieu,0,Dobermann,1997-06-18,0.0,0.0
Mathilde Bonnefoy,0,The Soul of a Man,2003-05-16,0.0,0.0
Jackie Chan,0,Thunderbolt,1995-09-08,0.0,0.0
Ben Stassen,0,Encounter in the Third Dimension,1999-03-31,0.0,0.0
,0,All Access: Front Row. Backstage. Live!,2001-05-20,0.0,0.0
Terry Liebling,0.7074106666666666,The Dark Half,1993-04-23,15000000.0,10611160.0
Thierry Arbogast,0.0,Wing Commander,1999-03-11,30000000.0,0.0
Nancy Grant,0,Night #1,2011-10-12,0.0,0.0
Pierre David,3.1438218,Wishmaster,1997-09-19,5000000.0,15719109.0
Alan Brown,0,Private Romeo,2011-06-20,0.0,0.0
Rebecca Cammisa,0,God is the Bigger Elvis,2012-04-01,0.0,0.0
Christian Clavier,0,The Visitors II: The Corridors of Time,1998-02-11,0.0,0.0
Ermek Tursunov,0,Kelin,2009-06-26,0.0,0.0
Clint Eastwood,0,True Crime,1999-03-19,0.0,0.0
Kim Sung-Bok,0.0,Shiri,1999-02-13,5000000.0,0.0
Brad Mirman,0,The Good Shepherd,2004-03-21,0.0,0.0
Alan Silvestri,0.0,Volcano,1997-04-25,90000000.0,0.0
Norman J. Warren,0,Prey,1977-10-05,0.0,0.0
Bob Weinstein,1.754379625,Zack and Miri Make a Porno,2008-09-18,24000000.0,42105111.0
Sergei Parajanov,0,The Legend of Suram Fortress,1986-09-08,0.0,0.0
Agnès Varda,0,Americano,2011-11-30,0.0,0.0
Sean Bobbitt,0,Hunger,2008-05-15,0.0,2724474.0
Penelope Spheeris,0,Hollywood Vice Squad,1986-02-28,0.0,0.0
John Fawcett,0,Ginger Snaps 2: Unleashed,2004-01-30,0.0,0.0
Albert S. Ruddy,0,Matilda,1978-06-22,0.0,0.0
Jean-Luc Godard,0,The Oldest Profession,1967-04-21,0.0,119.0
Joaquín Baca-Asay,0.2623485,Two Lovers,2008-11-19,12000000.0,3148182.0
Franck Khalfoun,0.005180166666666666,Maniac,2012-12-26,6000000.0,31081.0
René Clément,0,Purple Noon,1960-03-10,0.0,0.0
Robert Malenfant,0,The Perfect Nanny,2000-03-15,0.0,0.0
Mike Nichols,1.3839816666666667,Catch-22,1970-06-24,18000000.0,24911670.0
Yash Chopra,0,Ishaqzaade,2012-05-11,0.0,0.0
Daniel Petrie,0,Inherit the Wind,1999-05-29,0.0,0.0
Mic Rodgers,0.2370642888888889,Universal Soldier: The Return,1999-08-05,45000000.0,10667893.0
Manon Rasmussen,4.421052631578948,The Hunt,2012-08-28,3800000.0,16800000.0
Harris Done,0,Murder by Proxy:  How America Went Postal,2010-01-01,0.0,0.0
Fenton Bailey,0,"The Strange History of Don't Ask, Don't Tell",2011-09-13,0.0,0.0
Christian Duguay,0,Model by Day,1993-10-10,0.0,0.0
Bruno Nicolai,0,Kiss Kiss... Bang Bang,1966-05-16,0.0,0.0
Tariq Anwar,1.75013025,Tea with Mussolini,1999-03-25,12000000.0,21001563.0
Wolfgang Thaler,0.006740833333333333,Paradise: Love,2012-04-27,3600000.0,24267.0
Fred Mollin,0,Daydream Believers: The Monkees Story,2000-06-28,0.0,0.0
Michael Weber,0,Post Tenebras Lux,2012-11-22,0.0,0.0
Olaf Ittenbach,0.0,Premutos: Lord of the Living Dead,1997-01-01,150000.0,0.0
Paulo Branco,0,The Uncertainty Principle,2002-05-17,0.0,0.0
Steve Previn,0,Almost Angels,1962-09-26,0.0,0.0
Mike Clattenburg,0,Afghan Luke,2011-09-23,0.0,0.0
Bryan Spicer,0.9031778571428571,For Richer or Poorer,1997-12-11,35000000.0,31611225.0
Vincent McEveety,0,Charley and the Angel,1973-03-23,0.0,0.0
Mike Corbera,0,Eminem AKA,2004-12-07,0.0,0.0
Alain Resnais,0,You Ain't Seen Nothin' Yet,2012-09-01,0.0,0.0
George Lucas,0,Ewoks: The Battle for Endor,1985-11-24,0.0,0.0
Brian Tufano,0,Quadrophenia,1979-09-14,0.0,0.0
Aaron Ryder,2.15877,Mud,2013-05-01,10000000.0,21587700.0
Brett Whitcomb,0.0,GLOW: The Story of the Gorgeous Ladies of Wrestling,2012-08-21,33157.0,0.0
Angad Bhalla,0,Herman's House,2012-10-12,0.0,0.0
Vincent Maraval,0,Beyond the Hills,2012-09-12,0.0,124919.0
Sergey Loznitsa,0,In the Fog,2012-11-22,0.0,0.0
Mika Kaurismäki,0,Vesku,2010-09-03,0.0,0.0
Ken Loach,0,The Angels' Share,2012-06-01,0.0,7034007.0
Mary Vernieu,0.11666003636363637,D-Tox,2002-01-04,55000000.0,6416302.0
Im Sang-soo,0,The Taste of Money,2012-05-17,0.0,0.0
Timo Koivusalo,0,Täällä Pohjantähden alla II,2010-09-24,0.0,0.0
Hong Sang-soo,0,In Another Country,2012-05-30,0.0,0.0
Matteo Garrone,0,Reality,2012-05-04,0.0,0.0
Giuseppe Tornatore,0.0,The Legend of 1900,1998-10-28,9000000.0,0.0
Stephen E. Rivkin,5.826232,My Cousin Vinny,1992-03-13,11000000.0,64088552.0
Andreas Goralczyk,0.0,Big Buck Bunny,2008-04-10,150000.0,0.0
Ahmet Uluçay,0,Boats Out of Watermelon Rinds,2004-11-26,0.0,0.0
Tim Bevan,2.0445394814378313,Drop Dead Fred,1991-04-19,6788000.0,13878334.0
John Parish,0,Rosie,1998-11-18,0.0,0.0
Phil Nibbelink,0,An American Tail: Fievel Goes West,1991-11-21,0.0,40766041.0
Jake Scott,0,Plunkett & MacLeane,1999-01-22,0.0,0.0
Janusz Kamiński,0,Lost Souls,2000-10-13,0.0,0.0
Walter Hill,0.16475645555555554,Supernova,2000-01-14,90000000.0,14828081.0
Diane Keaton,0.900947725,Hanging Up,2000-02-16,40000000.0,36037909.0
Don Schain,0,A Place Called Today,1972-06-15,0.0,0.0
Donald G. Jackson,0,I Like to Hurt People,1985-06-01,0.0,0.0
Brad Bird,0.3308472142857143,The Iron Giant,1999-08-06,70000000.0,23159305.0
Jiping Zhao,0,The Emperor and the Assassin,1998-10-08,0.0,0.0
Peyman Yazdanian,0,Mystery,2012-05-20,0.0,0.0
Steven Soderbergh,0.3193102,The Limey,1999-05-15,10000000.0,3193102.0
Danny Pang,0,The Eye,2002-05-09,0.0,0.0
Alexander Gentelev,0,Thieves by Law,2010-04-22,0.0,0.0
Stefan Ruzowitzky,0,The Inheritors,1998-06-19,0.0,0.0
Sam Raimi,0.0,For Love of the Game,1999-09-17,50000000.0,0.0
Peter Duncan,0,Unfinished Sky,2007-08-04,0.0,0.0
Chuck Russell,0.0,Bless the Child,2000-08-11,40000000.0,0.0
Howard Deutch,0,The Replacements,2000-08-07,0.0,0.0
Frances Goodrich,0,Too Young To Kiss,1951-11-22,0.0,0.0
Howard Hawks,0,Today We Live,1933-03-03,0.0,0.0
Paul McGuigan,0,Gangster No. 1,2000-06-09,0.0,0.0
José María Forqué,0,Embajadores en el infierno,1956-09-17,0.0,0.0
Nuno Rocha,0,3x3,2009-03-12,0.0,0.0
John Dexter,0,Wolf,1994-06-17,0.0,0.0
Kiyoshi Kurosawa,0,Barren Illusion,1999-12-11,0.0,0.0
Robert Towne,0.0,Tequila Sunrise,1988-12-02,23000000.0,0.0
Renny Harlin,0,Born American,1986-08-30,0.0,0.0
Alan Parker,0.52,Angela's Ashes,1999-12-25,25.0,13.0
Mike Stoklasa,0,Feeding Frenzy,2010-01-01,0.0,0.0
,0.0,Bloody Murder 2: Closing Camp,2003-02-18,325000.0,0.0
Daniel Dencik,0,Out of Bounds,2011-05-13,0.0,0.0
Bruce Beresford,2.5405936857142857,Double Jeopardy,1999-09-24,70000000.0,177841558.0
Patricia Rozema,0,Mansfield Park,1999-11-12,0.0,0.0
Tom Tykwer,4.750055555555556,Run Lola Run,1998-08-20,1530000.0,7267585.0
Nino Rota,0,The Leopard,1963-03-28,0.0,0.0
Norman Jewison,1.47912482,The Hurricane,1999-09-17,50000000.0,73956241.0
Christian Fechner,0,The Girl on the Bridge,1999-03-31,0.0,0.0
George Bowers,3.8550039411764705,Deuce Bigalow: Male Gigolo,1999-12-10,17000000.0,65535067.0
Thomas Newman,2.713262625,The Player,1992-04-03,8000000.0,21706101.0
Zhang Yimou,0,Raise the Red Lantern,1991-12-20,0.0,0.0
Daniel Petrie,0,Mousey,1974-05-24,0.0,0.0
Michael Ballhaus,0,Old Enough,1984-08-24,0.0,0.0
Donald G. Jackson,0,Roller Blade Warriors: Taken by Force,1989-04-28,0.0,0.0
Hilton A. Green,0,Encino Man,1992-05-22,0.0,40693477.0
Rúnar Rúnarsson,0,The Last Farm,2004-08-21,0.0,0.0
D.W. Griffith,0,America,1924-02-21,0.0,0.0
Brian Grazer,0,Housesitter,1992-06-12,0.0,0.0
Dick Maas,0,Flodder Does Manhattan!,1992-06-03,0.0,0.0
Eduardo Mignogna,0,The Lighthouse,1998-04-16,0.0,0.0
Frank S. Nugent,0,Tulsa,1949-04-13,0.0,0.0
Bernard Zitzermann,0,The Man Who Sleeps,1974-04-24,0.0,0.0
Baz Luhrmann,11.315408,Strictly Ballroom,1992-08-20,3000000.0,33946224.0
